"data","chuva_mm","temperatura_min_c","temperatura_max_c","umidade_relativa_pct","radiacao_mj_m2","vento_m_s"
2020-03-01,2.1,11.3,22.3,84,11.5,1.7
2020-03-02,2.9,14.8,21.7,95,12.2,1.8
2020-03-03,10.3,10.6,22.6,78,12,1.3
2020-03-04,12.3,14.5,22.1,78,10.9,2.9
2020-03-05,0,12.5,23.7,86,10,2
2020-03-06,14.4,12.2,25.8,84,11.3,3.2
2020-03-07,2.2,13.6,19,84,11.3,2
2020-03-08,13.2,13.6,24.8,82,9.7,1.9
2020-03-09,5.6,13.2,23.8,75,10.5,1.9
2020-03-10,0,13.6,24,89,12.3,2.5
2020-03-11,8.5,12.5,25.1,75,9.2,2.8
2020-03-12,7,11.8,22.8,90,11.2,1.3
2020-03-13,6.5,14.1,22.8,87,9.8,2.5
2020-03-14,10.6,10.3,23,80,11.4,1.3
2020-03-15,14,13.4,23.7,80,8.8,3.4
2020-03-16,14.7,15.3,21.1,80,12.1,2.3
2020-03-17,11.4,10.8,22.9,86,10.9,2.3
2020-03-18,0,11.2,22.8,80,11.2,3.4
2020-03-19,10.4,12.2,23.1,92,12.4,2.4
2020-03-20,20.9,14.3,19.4,78,14.2,2
2020-03-21,11,10.7,23.1,73,12.1,2.4
2020-03-22,15.5,11.8,20.9,78,11.5,0.2
2020-03-23,13.6,12.1,20.7,77,13.2,2.3
2020-03-24,7.1,13.4,26.9,71,11.7,1.4
2020-03-25,12.7,14.2,22.1,75,13.3,3.4
2020-03-26,8.6,13.2,19.7,76,9.9,2.1
2020-03-27,10.3,11,22.4,83,11.3,2.3
2020-03-28,0,14,22.6,80,11.4,2
2020-03-29,9.4,14.7,22.7,88,8.3,1.1
2020-03-30,6.6,12.4,20.5,89,10.8,3.4
2020-03-31,8,8.8,21,79,12,2
2020-04-01,14,9,20.3,83,9.6,0.9
2020-04-02,13.6,12.5,27,79,8.8,0.9
2020-04-03,12.8,15.6,20.8,88,9.5,1.1
2020-04-04,15.4,11.1,22.3,81,11.8,1.8
2020-04-05,13.6,11.2,20.6,74,12.1,2.6
2020-04-06,11.5,10.4,22.6,91,11,2
2020-04-07,4.8,14.9,22.8,73,13,1.6
2020-04-08,12.2,11.2,21.1,86,12.2,1.9
2020-04-09,16.5,10.7,22.2,81,10.3,2.7
2020-04-10,9.3,14.1,21.9,79,12.1,2.3
2020-04-11,5,12.7,23.5,93,13.7,2.4
2020-04-12,11.6,15.4,24.3,80,9.8,2.4
2020-04-13,1.6,11.3,22.8,86,12.3,2.2
2020-04-14,11.5,11.5,20.7,80,11.6,2.2
2020-04-15,1.7,11.7,21.8,86,11.4,1
2020-04-16,10.7,13.8,20,88,11.6,2.6
2020-04-17,18.3,11.7,23.9,78,12,3.7
2020-04-18,16.6,13.4,20.4,80,10.4,1.5
2020-04-19,17,11.9,21.7,77,10.5,3.3
2020-04-20,13.4,13.7,23,80,11.7,0.7
2020-04-21,20.6,12,24,94,11.3,1.9
2020-04-22,21,13.9,21.2,68,12,2.4
2020-04-23,19.6,13.1,20.1,79,9.1,2.2
2020-04-24,12.2,11.3,26.2,82,12.2,2.2
2020-04-25,15,8.9,21.4,87,10.6,2.3
2020-04-26,21.2,12.9,22.3,73,9.6,1.3
2020-04-27,3.9,10.7,24.1,84,9.5,2.1
2020-04-28,6.6,12.2,22.7,86,10.8,2.2
2020-04-29,9.3,11.7,23.5,90,12,2.9
2020-04-30,7.9,12.4,21.1,88,8.8,3.5
2020-05-01,8.4,11.5,26.2,80,11,2.4
2020-05-02,9.6,11.9,22.3,88,10.9,1.2
2020-05-03,16,11.2,24.6,94,10.5,2.9
2020-05-04,11.5,13.9,20.3,89,11.8,0.5
2020-05-05,6.2,12.9,24.8,80,11.2,2.4
2020-05-06,16,12.5,22,92,8.9,2.4
2020-05-07,8.2,13.6,22.5,91,8.7,2.1
2020-05-08,7.5,12.3,24.9,77,13.6,3.2
2020-05-09,11.7,12.4,21.2,89,10.4,0.9
2020-05-10,14.3,14,21.1,83,10.5,1.6
2020-05-11,13,12.7,22.6,77,12.9,2.9
2020-05-12,14.4,12.4,23.1,84,13.1,2.1
2020-05-13,14.1,10.7,23.8,84,12.5,2.7
2020-05-14,0,12.4,22.6,84,12.3,3.2
2020-05-15,9.8,10.8,21.1,77,9.3,1.4
2020-05-16,17.8,13.8,19.6,82,10.7,1.8
2020-05-17,20.5,12.6,20.8,77,10.2,3.5
2020-05-18,12.2,12.7,21.9,86,14.7,2.5
2020-05-19,1.1,14.1,22.4,89,12.3,1.8
2020-05-20,9.5,14.7,24.7,77,13.1,2.6
2020-05-21,5.8,13.2,26.7,83,13.8,2.4
2020-05-22,6,15.1,23.4,96,12.5,3.2
2020-05-23,0,12.6,23.4,74,14,2.3
2020-05-24,16.9,12.8,20.9,86,11.9,3.1
2020-05-25,0.4,12.5,23.7,90,13.2,3
2020-05-26,7.7,13.7,24.6,74,12.4,1.6
2020-05-27,1.6,12.9,23.7,77,10.3,2.6
2020-05-28,10.9,13.5,24.9,82,12.2,1.4
2020-05-29,6.8,14.4,26.1,78,14.7,0.2
2020-05-30,12,13.4,22.9,73,13.5,2.3
2020-05-31,0,12.5,24.7,85,14.8,1.2
2020-06-01,0,14.3,22.4,83,12.6,2.2
2020-06-02,10.6,14.1,24.2,85,13.7,2.8
2020-06-03,4.2,12.7,24,88,12,3.6
2020-06-04,16.3,11.9,21.4,79,14.2,3.2
2020-06-05,9.5,12,24.2,73,15.8,3.3
2020-06-06,14.4,12.8,26.9,78,13.7,1.8
2020-06-07,13,14.3,24.5,85,13.5,2.2
2020-06-08,7.7,12.9,24.3,81,15.9,1
2020-06-09,9.2,14.7,23.6,77,15.6,2.2
2020-06-10,11.8,13,26.1,82,15.5,2.3
2020-06-11,3.4,14.1,22.5,89,11.9,2.6
2020-06-12,10.8,11.6,27.4,72,14,1.8
2020-06-13,6.6,13,25.1,82,14.4,2
2020-06-14,11.4,16.4,25.8,79,13.3,1.2
2020-06-15,12.2,15,27.3,76,16.6,3.4
2020-06-16,7,13.4,26.6,75,16.5,2.7
2020-06-17,9.9,13.4,26,90,14.3,1.6
2020-06-18,12.5,12.7,21.6,73,13.8,3.2
2020-06-19,6.7,14.7,26.9,81,18.6,2.4
2020-06-20,10.2,11.8,25.9,79,16.8,2.4
2020-06-21,1.7,14.1,25.7,77,14.2,2
2020-06-22,7.7,13.8,27.2,91,16.6,2.6
2020-06-23,0,13.7,27.3,78,12.8,3.1
2020-06-24,3.5,15.4,22.2,73,14.1,1.6
2020-06-25,10,16.7,26.2,78,16.1,2.1
2020-06-26,9.6,14.3,26.2,81,14.8,3.4
2020-06-27,5.2,13.4,27.5,74,12.1,2.9
2020-06-28,8.2,15.5,24.8,82,14.2,1.7
2020-06-29,3.4,13.9,27.1,78,17.8,1.4
2020-06-30,0,14.6,23.9,88,18.3,0.4
2020-07-01,16,14.4,27,79,13.5,2.1
2020-07-02,5.1,16.4,27.8,89,13.6,2.4
2020-07-03,21.9,13.2,26.1,82,16.8,2.6
2020-07-04,10.9,13.9,24.6,82,16.8,2.6
2020-07-05,8.6,16.3,25.1,73,18,2.2
2020-07-06,6.1,15.4,24.7,67,16.7,0.6
2020-07-07,0,14.5,24.5,73,17.8,2
2020-07-08,0,16.1,27.4,69,15.6,1.1
2020-07-09,0,15.7,24.4,75,15.1,2
2020-07-10,10.8,14.2,25.9,76,16.5,2.1
2020-07-11,1.7,15.7,26.1,74,21.1,1.8
2020-07-12,8.3,13.5,23.9,80,16.5,3.4
2020-07-13,5,14.7,28.2,75,16.6,1.4
2020-07-14,16,13.6,29.7,77,17.4,2
2020-07-15,0.5,14.7,25.9,66,18.7,2.7
2020-07-16,11.9,15.1,25.4,70,19.5,1.8
2020-07-17,5.2,14.5,26.5,85,17.4,2.6
2020-07-18,6.3,14,25.7,66,16,2.1
2020-07-19,0,13.9,28.1,70,18,2.4
2020-07-20,4.3,13.8,27.5,73,19.8,2.6
2020-07-21,0,16.6,27.2,70,17.3,2.6
2020-07-22,0,18.2,29.4,70,19.3,1.9
2020-07-23,9.2,17.2,29.5,78,17.5,2.1
2020-07-24,0.2,14.3,26.4,76,20.2,4.7
2020-07-25,6.5,14.8,28.6,68,18.7,1.7
2020-07-26,13.4,16.6,24.6,59,17.5,1.1
2020-07-27,3.4,14.2,27.4,73,16.5,1.6
2020-07-28,7.1,15.3,27,71,21,3.1
2020-07-29,16.1,19.4,27.3,75,16.6,1.1
2020-07-30,7.7,16.5,30.4,70,20.3,2.8
2020-07-31,16.9,18.5,28.8,72,20.2,2.3
2020-08-01,0.7,17,31.1,69,19.4,1.9
2020-08-02,11.8,13.7,31.3,73,17.6,0.8
2020-08-03,0,17.3,28.2,69,18.7,1.9
2020-08-04,0,17.3,30.4,71,17.8,1
2020-08-05,4.4,15.5,31.4,70,18.1,1.8
2020-08-06,7,17.7,33.4,74,19.9,2.8
2020-08-07,4.5,17.3,29.6,72,20.3,1.3
2020-08-08,0,13.8,29.4,75,20.1,3.7
2020-08-09,1.3,15.8,26.3,68,19,2.6
2020-08-10,3.5,15.4,34.3,80,19.7,1.8
2020-08-11,9.8,17.9,31.8,63,20.5,2
2020-08-12,7.4,17.7,27.7,74,19.5,1.6
2020-08-13,5.5,17.8,31.3,73,16.1,1.6
2020-08-14,3,16.4,27.4,65,19.1,2.6
2020-08-15,0.4,16.8,30.9,70,19.6,2.5
2020-08-16,13.8,17.3,32.4,71,18.7,2.1
2020-08-17,8.8,15.4,30.1,73,21.4,3.4
2020-08-18,5.3,19,29.1,68,21.5,2.3
2020-08-19,0,19.2,30.5,70,18.4,2.5
2020-08-20,0,16.4,29.1,70,18.2,1.4
2020-08-21,0,17.4,30.5,70,19.8,2.2
2020-08-22,7.4,17.2,31.1,58,20.6,1.2
2020-08-23,1.9,17.3,30,74,19.6,2.7
2020-08-24,0,16.4,29.6,67,20.7,2.4
2020-08-25,0,18.5,31,65,17,0.9
2020-08-26,6.1,17,29.4,62,20.8,2.1
2020-08-27,0,16.7,32,68,18.8,1.9
2020-08-28,10,16.9,32.5,66,17.4,2.2
2020-08-29,0,13.8,31.2,69,17.4,2.5
2020-08-30,0,17.4,30.4,55,19.2,2.3
2020-08-31,0,18.1,30.5,76,18.7,2.7
2020-09-01,0,14.9,30.4,65,21.8,2.2
2020-09-02,0,17.5,27.3,71,22.4,3.2
2020-09-03,0,18.4,32.8,65,19.2,1.5
2020-09-04,0.6,18,29.6,66,19.5,1.6
2020-09-05,0.5,19.5,31.3,63,19,2.8
2020-09-06,0,16.8,30,63,21.7,3.6
2020-09-07,0,18.7,31,74,23.4,1.2
2020-09-08,8.9,14.7,30.9,71,21.7,1.5
2020-09-09,0,17.4,31.2,55,19.5,1.4
2020-09-10,6.1,16.2,30.4,63,24,2.2
2020-09-11,0,18.1,31.1,72,19.9,2.3
2020-09-12,0,16.6,32.9,67,21.9,1.7
2020-09-13,8.6,18.7,32.1,73,20.1,1.3
2020-09-14,4.5,14.1,30.6,65,22,2
2020-09-15,0,17.2,33.3,66,20.2,1.5
2020-09-16,0.9,16,30.5,66,20.1,2.3
2020-09-17,7.6,18.2,30.5,62,21.4,1.8
2020-09-18,9.2,15.3,30.6,61,22.9,2.6
2020-09-19,0,16.2,32.9,66,18.4,2.4
2020-09-20,0,15.7,32,62,22.1,1.4
2020-09-21,0,19.5,31.2,65,21.3,2.3
2020-09-22,6.4,19.9,29,67,18.8,2
2020-09-23,3.1,16,34,80,21.7,2.9
2020-09-24,4.9,19.1,31.2,56,20.3,4.1
2020-09-25,12,19.9,29.4,66,20.1,1.4
2020-09-26,8.5,19.2,31.3,68,22.2,2.3
2020-09-27,1.3,18.9,31.8,65,21.8,1.4
2020-09-28,0,18.2,32.9,71,20.3,3
2020-09-29,0.9,20.6,32.9,64,18.6,1.3
2020-09-30,0,18.2,30.6,63,20.7,1.6
2020-10-01,0,19.4,29.8,71,19,1.5
2020-10-02,0,18.1,33.9,55,20.8,1.4
2020-10-03,3.4,16.9,35.9,64,19.6,1.7
2020-10-04,0,17.4,31.1,67,21.4,1.2
2020-10-05,2.1,17.9,32.1,68,20.8,2.1
2020-10-06,4.2,14.6,36.1,60,23.2,0.9
2020-10-07,0,15.8,31.1,71,19.8,3.4
2020-10-08,3.7,17.6,31.6,74,18.4,2.5
2020-10-09,7.5,15.5,32.2,69,19.9,1.2
2020-10-10,10.6,16.9,31.9,61,22.7,2.8
2020-10-11,4.9,15.6,29.6,68,19.8,1.4
2020-10-12,0,18.4,33.1,63,21.8,2
2020-10-13,2.4,17.8,31.6,68,20.9,2.2
2020-10-14,1.8,17.5,34,66,20.7,2.9
2020-10-15,2.8,16.2,32.6,67,22.1,2.7
2020-10-16,10.2,18.2,28.9,63,21,2.5
2020-10-17,0,18.5,29.7,60,19.8,2.2
2020-10-18,0,20.4,30.6,73,21.4,1.5
2020-10-19,1.7,17.9,29.9,62,21.1,1.4
2020-10-20,0,18.2,30.2,65,21.5,3.5
2020-10-21,10,19.7,30.7,71,23.3,1.7
2020-10-22,1.1,15.8,35.6,63,20.8,1.6
2020-10-23,0,16,31.7,65,22.4,1.6
2020-10-24,0,18,31.5,71,21,1.8
2020-10-25,0,19.8,29.1,58,20.7,1.7
2020-10-26,0,15.7,30.4,73,20.7,2.1
2020-10-27,0,17.7,31.2,60,22,2.7
2020-10-28,0,17,33.6,61,18.2,2.9
2020-10-29,0,19.3,33.1,69,19.1,1.4
2020-10-30,0,16.9,32.6,66,21,2.9
2020-10-31,3.4,18.5,29.6,59,21.9,2.4
2020-11-01,0.7,16.9,31.1,69,19.8,2.6
2020-11-02,0,17.6,30.6,62,22.3,2.5
2020-11-03,0,18.9,27.8,69,18.8,1.9
2020-11-04,0,17.9,31.5,58,20.7,3.1
2020-11-05,6.1,17,33.2,68,20,2.3
2020-11-06,0,15.8,31.3,60,20.2,2.1
2020-11-07,3.8,18.2,32,75,16.7,1.4
2020-11-08,7.7,17.1,30.3,59,20.2,1.7
2020-11-09,0,14.8,32.4,71,20.8,2.8
2020-11-10,0,18.2,30.9,66,21.2,2.1
2020-11-11,0,16.6,33.3,70,21.3,3.1
2020-11-12,0,18,29.2,67,18.5,1
2020-11-13,0.2,16.7,30.2,60,20.6,2.9
2020-11-14,0,17.5,32.4,55,18.4,2.2
2020-11-15,5.6,20,32.6,63,19.7,1
2020-11-16,0,19.7,29.7,67,21.2,1.7
2020-11-17,0,14.8,30.2,64,20.1,1.5
2020-11-18,0,17.3,30.3,63,20.6,2.4
2020-11-19,0,19.6,28.8,77,20.7,2.6
2020-11-20,0,15.1,28.7,63,20.1,2.3
2020-11-21,3.5,16.3,31.1,62,19.7,2.3
2020-11-22,10.3,18.4,29.6,64,22.1,1.7
2020-11-23,0,16.3,32.6,54,19.7,2.1
2020-11-24,1,17.2,31.8,68,17,2
2020-11-25,0,16.5,32.7,53,19.6,1.5
2020-11-26,3.1,14.9,32.1,60,22,2.1
2020-11-27,0,16,30.8,72,20.8,2.4
2020-11-28,0,16.1,29.4,68,18.4,2.3
2020-11-29,0,18.9,30.6,64,19.3,1.9
2020-11-30,0,15.5,30.6,78,17.1,2.9
2020-12-01,0,17.7,30.9,60,18.3,1.9
2020-12-02,4.3,16,28.6,63,16.4,3.1
2020-12-03,0,16.4,29.1,65,18.8,1.4
2020-12-04,4.7,17.4,28.3,59,19.4,2.5
2020-12-05,0,15.2,31.5,66,18.8,1.4
2020-12-06,7.7,16.1,28.7,65,17.8,3.1
2020-12-07,0,17.9,31.5,78,17.4,2.1
2020-12-08,3.2,17.2,30.8,69,19.1,2.2
2020-12-09,0,15.1,28.3,70,18.3,4
2020-12-10,7.4,18.5,30.8,67,16,2.7
2020-12-11,8.2,15.5,31.7,65,17.1,2.8
2020-12-12,5.2,14.6,28.6,78,17.7,2.7
2020-12-13,0.1,16.7,30.4,74,16.8,3.1
2020-12-14,0,16.4,32,67,19.3,1.8
2020-12-15,6.1,16.2,29.1,74,18,2.4
2020-12-16,0,18,28.9,72,16.6,1.5
2020-12-17,0,15.4,27.2,67,17.1,1.5
2020-12-18,0.2,16.7,28.8,75,18.8,2.3
2020-12-19,0,17.5,28,73,18.6,1.8
2020-12-20,1,15,27.6,58,17.5,3.2
2020-12-21,0,17.4,28.9,69,19.5,1.4
2020-12-22,0,16.3,28.7,62,13.2,1.4
2020-12-23,0,13.3,27.6,53,20.3,1
2020-12-24,9,14.6,26.7,69,16,3
2020-12-25,0,14.7,31.4,70,15.8,1.6
2020-12-26,0.6,13.3,27,71,19.1,2.1
2020-12-27,5.4,12.9,26.8,74,14.7,3
2020-12-28,0,13.7,27.5,65,15.2,3.5
2020-12-29,6.2,13.4,26.4,68,15.1,1.7
2020-12-30,0,14,24.9,63,17.4,2.3
2020-12-31,0,13.2,28.6,62,15.2,0.7
2021-01-01,3.7,17.6,24.4,63,15.4,1.2
2021-01-02,10.6,13.1,24.9,69,13.5,3.6
2021-01-03,0,14.5,27.1,78,15.6,2.3
2021-01-04,0,14.5,23.5,70,16.9,2.9
2021-01-05,0,16.3,26.9,71,13.8,1.6
2021-01-06,7.2,16.7,25,67,16.5,2.1
2021-01-07,6.6,15.9,29.5,63,14.1,2.9
2021-01-08,9.2,14.7,25.3,64,13.7,2.3
2021-01-09,11.5,14.1,27.1,80,12.8,1.9
2021-01-10,12.6,14.2,28.6,63,14.9,3
2021-01-11,2.9,14.5,28.8,82,13.1,0.9
2021-01-12,0,16.5,24.7,81,14.2,2.4
2021-01-13,0,14,25.5,78,15.5,2.8
2021-01-14,2.7,14.9,25.3,72,15.4,2.1
2021-01-15,1.3,14.5,24,62,12.5,1.9
2021-01-16,0.2,14.4,28.2,80,12.2,2.3
2021-01-17,7.6,14.4,23,66,14,0.7
2021-01-18,1.2,13,30.8,74,15.4,2.7
2021-01-19,3.3,13.4,24.2,70,16.7,1.4
2021-01-20,4,15.2,23.5,78,14.3,2.9
2021-01-21,2.6,10.6,26.6,65,16.3,3.2
2021-01-22,1.4,13.2,23,76,14.8,1.4
2021-01-23,0.4,14.9,26,72,15.1,0.6
2021-01-24,4.3,12.7,28.2,81,15.9,2.4
2021-01-25,0,14.6,26,77,16.9,1.6
2021-01-26,7.1,13.2,23.1,78,14.4,2.3
2021-01-27,1.5,15.9,24.3,57,14.7,1.6
2021-01-28,6.8,14.7,25.9,82,14.9,1.7
2021-01-29,0,12.3,21.4,81,13.1,3.1
2021-01-30,3.5,14.6,28.2,72,15.9,2.9
2021-01-31,4.9,13.9,26.1,81,13.3,1.3
2021-02-01,12.5,13.8,27.5,71,11.7,2.2
2021-02-02,11,10.8,21.6,73,14.1,1.5
2021-02-03,0,13.6,20.8,76,13.3,2
2021-02-04,4.5,11.7,26,86,13.7,1
2021-02-05,0,12.6,26.1,81,18.8,2
2021-02-06,15.2,14.5,22.5,66,12,3
2021-02-07,13.2,12.2,24.3,70,11.4,0.8
2021-02-08,3.9,15.8,25.1,78,15.4,2
2021-02-09,12.8,11.1,24.3,79,11.2,1.7
2021-02-10,8.9,13.1,25.6,76,14.1,1.4
2021-02-11,11.4,13.2,21.3,70,12,2.8
2021-02-12,11,12.1,26.9,81,13.8,2.5
2021-02-13,0,13.5,22.5,86,13.1,2.9
2021-02-14,12.2,12.7,23.8,79,13.5,0.6
2021-02-15,0,15.3,22.7,78,12.8,2.1
2021-02-16,2.8,11.5,23.5,86,12.2,2.8
2021-02-17,0,10.8,24.6,76,8.2,1.2
2021-02-18,2.3,10.9,20.7,80,11.2,2.4
2021-02-19,0,12.9,24.9,78,11.5,3.2
2021-02-20,3.3,14.3,26.4,77,12.4,0.8
2021-02-21,5.9,12.1,22.6,78,13.1,2.6
2021-02-22,11,11.5,23.1,87,16,2.2
2021-02-23,12.3,11.8,24.2,80,10.7,2.5
2021-02-24,4.3,9.6,25,95,13,1.6
2021-02-25,4.1,13.2,27.2,77,13.7,1.9
2021-02-26,4.2,12.3,21.3,84,9.8,1.8
2021-02-27,0,11.8,22,79,12.1,1.2
2021-02-28,9.5,14.4,25.6,77,10.7,4.3
2021-03-01,11.7,12.8,19.3,79,8.7,2.6
2021-03-02,17.9,13,24.5,78,11,2.5
2021-03-03,20.6,15.3,21.8,86,12.4,2.8
2021-03-04,11.5,11.1,22.7,83,12.4,2.2
2021-03-05,1.7,11.6,24.2,87,10.8,1.9
2021-03-06,9.4,11.6,22.1,84,9.1,2
2021-03-07,8.7,10.5,24.3,81,10.3,1.5
2021-03-08,13,10.7,24.6,77,11.8,2.1
2021-03-09,9.4,13.1,25.9,86,12.2,1.1
2021-03-10,8.4,13.4,21.8,74,13.3,1.5
2021-03-11,14.7,13.3,22.8,82,13.1,3
2021-03-12,7.9,12.9,22.8,83,13,1.6
2021-03-13,3.9,13.2,24.7,83,13.2,2
2021-03-14,0.9,13.3,20.8,72,9.1,1
2021-03-15,4.2,11,23.3,85,10.4,3.8
2021-03-16,9.6,13.1,25.1,84,12.9,1.4
2021-03-17,13.1,11.1,22.9,78,8.5,1.7
2021-03-18,3.2,11.9,23.1,94,13.3,2.7
2021-03-19,0,12.7,26.1,99,11.4,2.1
2021-03-20,0,12.1,24.7,94,10.8,2
2021-03-21,0,12,22.7,86,12.9,1.6
2021-03-22,11.2,13.3,22.9,79,8,1.5
2021-03-23,11.5,12.1,23.1,82,10.6,1.2
2021-03-24,5.4,13,23.1,74,11.6,2.3
2021-03-25,10.7,10.7,22.6,91,8.2,1.8
2021-03-26,15.9,12.9,22.8,77,8.2,2.6
2021-03-27,17,11.4,23.5,83,9.2,2.7
2021-03-28,9.6,12.3,24.7,83,10.6,2.3
2021-03-29,9.4,10.5,22.3,84,11.3,2.3
2021-03-30,16.3,11.8,19.2,94,12,3.4
2021-03-31,8.7,12.2,21.9,85,11.3,1.3
2021-04-01,12.5,11.3,23.1,81,10.5,1.2
2021-04-02,3.6,12.2,22.7,82,10.7,2.4
2021-04-03,6.9,10,20.2,88,12.9,2.9
2021-04-04,14.9,10.5,25.5,92,12.8,1.9
2021-04-05,1.8,11.2,20.5,82,11.7,1.9
2021-04-06,10.6,12.2,21.4,77,11.6,1.8
2021-04-07,10.1,9,20.8,86,7.6,1.3
2021-04-08,0.4,12.2,20.2,86,10.5,2.6
2021-04-09,3.5,10.2,22.4,81,9.9,3
2021-04-10,4.8,10.9,21.9,92,12.3,1.8
2021-04-11,12.7,12.1,24,80,8.8,2.4
2021-04-12,8.9,15.2,23.1,76,10,1.4
2021-04-13,7.9,10.8,21.9,75,10.5,1.8
2021-04-14,7.9,13.6,21.8,80,12.2,2.7
2021-04-15,14.2,9.7,23.1,86,12.1,2.3
2021-04-16,6.7,9.8,19.5,89,11.3,1.3
2021-04-17,21.3,12.3,23.4,83,10.3,1.8
2021-04-18,16.4,13.8,21.9,83,12,2.7
2021-04-19,4.3,10.2,25.2,83,12.9,1.9
2021-04-20,12.2,11.9,20.3,74,9.8,2.6
2021-04-21,17.9,12.7,24,83,10,2.9
2021-04-22,0,11,22.8,80,9.3,1.2
2021-04-23,4.2,14,20.8,86,8.2,2.2
2021-04-24,0,11.3,24.2,86,10.4,3
2021-04-25,4,11.8,21.2,79,13.7,0.1
2021-04-26,6.8,11,23.3,75,10.8,3
2021-04-27,14.9,13.2,22.2,78,9.4,1.2
2021-04-28,13.5,11.5,20.9,98,13.8,1.7
2021-04-29,17.4,13,24.8,92,12.8,1.4
2021-04-30,13.6,15.5,20.9,78,10.8,2
2021-05-01,6,13.1,24.8,70,10.5,1.8
2021-05-02,3.7,14.5,21.6,73,10.4,1.2
2021-05-03,3.5,12.2,23.1,81,11.1,2.4
2021-05-04,6.8,11.6,23.8,79,12.3,1.3
2021-05-05,0,12,21.4,87,8.8,2.3
2021-05-06,6,10.7,22.5,70,8.8,2
2021-05-07,12.4,11.9,21,80,9.3,2.6
2021-05-08,8,9.9,23.7,73,12.8,3
2021-05-09,5.5,10.6,25.8,74,13.7,1.8
2021-05-10,14,10.8,22.3,75,17.2,1.2
2021-05-11,19.6,11.9,26.3,82,10.8,0.4
2021-05-12,15,11.7,24.6,82,11.6,1.2
2021-05-13,0.1,13.9,25.7,78,12.1,2
2021-05-14,1.1,11.1,24.5,70,14.8,0.9
2021-05-15,6.8,8.6,27.9,86,13.3,3.3
2021-05-16,10.9,12.2,25.1,77,12,1.9
2021-05-17,4.2,11.2,24.3,72,11.5,1.8
2021-05-18,12.9,13.2,23.7,83,8.3,3.4
2021-05-19,14.7,12.9,25.7,84,10.8,1.3
2021-05-20,23.3,12.7,23,72,15.6,1.7
2021-05-21,14.6,13.4,23.8,73,10.8,2
2021-05-22,3.8,9.8,26.3,85,12.1,2.2
2021-05-23,13.6,12.6,23.1,85,10.7,1.7
2021-05-24,11.4,9.4,25.8,65,12.9,3.4
2021-05-25,2.4,11.8,23.5,85,11.4,2.6
2021-05-26,14.3,13.9,24.9,72,12.2,2.1
2021-05-27,9,12.4,25.6,73,12.6,2.4
2021-05-28,5.4,13.1,23.3,71,13.5,2.9
2021-05-29,13.8,13.6,24.3,84,14.2,3
2021-05-30,15.5,11.8,24.7,72,15.7,2.8
2021-05-31,11.2,11.4,26.2,68,13.1,2.8
2021-06-01,5.8,12.6,26.9,82,11.9,1.3
2021-06-02,6.4,15.8,24.1,72,13.1,3.1
2021-06-03,0,15.4,29.7,73,13.7,3.7
2021-06-04,8.2,12.9,25.5,79,13.1,3.6
2021-06-05,2.4,14.8,23.7,70,12.9,3
2021-06-06,3.5,13.4,26.2,73,13.3,0.8
2021-06-07,11.2,15.2,26,74,12.8,1.9
2021-06-08,10.9,15.8,26.1,66,13.4,1.6
2021-06-09,1.9,12.3,24,77,10,1.4
2021-06-10,2.7,13.9,27.9,83,14.5,2
2021-06-11,5.5,12.1,28.2,68,12.6,1.2
2021-06-12,8.2,14.3,26.9,72,14.2,1.8
2021-06-13,8.7,14.9,27.8,73,14.5,2.1
2021-06-14,10.1,14,28.2,65,14.2,2.2
2021-06-15,0,13.5,28.9,72,14.5,3.1
2021-06-16,4.8,14.5,28.9,78,14.7,1.9
2021-06-17,4.7,14.8,25.1,76,17.1,1.3
2021-06-18,3.2,18.3,27.7,75,14.1,1.3
2021-06-19,3.7,12.9,26.3,62,12.7,2
2021-06-20,0,15.8,26.2,77,16.8,1.5
2021-06-21,11.6,13.9,25.4,63,14,2
2021-06-22,1.7,12.9,23.6,65,15.4,1.5
2021-06-23,10.9,14.2,26.2,74,16,1.3
2021-06-24,0,17.3,25.5,69,18.2,2.1
2021-06-25,0,13.4,26.2,69,17.2,3.2
2021-06-26,6,12.9,24.5,70,12.8,2.1
2021-06-27,7.1,12.2,26.7,67,16.4,2.1
2021-06-28,3.7,13.7,30.5,75,14.5,1.7
2021-06-29,1.8,13.8,28.7,62,14.4,2.5
2021-06-30,1.4,14.6,26.7,72,15.7,1.2
2021-07-01,2.2,15.8,27.2,70,19.2,2.2
2021-07-02,1.4,13.3,29.5,66,16,3
2021-07-03,8.1,14.8,30.2,72,17.4,0.1
2021-07-04,9.2,16.4,26.7,86,17.7,2.7
2021-07-05,0,16.2,27.2,71,16,2.3
2021-07-06,5.1,15.8,28.2,73,16.5,1.9
2021-07-07,3.9,15,30.5,67,15.9,2.9
2021-07-08,0,14.9,26.5,72,16.6,1.7
2021-07-09,3,14.5,30.8,78,18.1,2.2
2021-07-10,6.7,14.6,29.5,62,17.8,1.6
2021-07-11,0.8,15,27.4,85,16.5,1.2
2021-07-12,0,15.2,27.3,67,16.6,2.2
2021-07-13,0,15,28.2,65,18.1,1.6
2021-07-14,0,14.1,28.2,74,18.6,1.5
2021-07-15,10.2,15,31,64,19.4,2.7
2021-07-16,0,14.1,29.2,63,15.9,0.2
2021-07-17,4.5,16.3,29.5,63,17.3,1.2
2021-07-18,0,14.9,31.2,63,18.3,1
